"study_ID","measured_response_variable","measured_response_comments","reported_units"
"5852_g","biomass of Salix herbacea",NA,"g dw / m2"
"5852_h","biomass of Salix herbacea",NA,"g dw / m2"
"5852_i","biomass or prostrate herbs",NA,"g dw / m2"
"5852_j","biomass or prostrate herbs",NA,"g dw / m2"
"5852_k","biomass of Kiaeria moss",NA,"g dw / m2"
"5852_l","biomass of Kiaeria moss",NA,"g dw / m2"
"5852_m","biomass of colonizing bryophytes",NA,"g dw / m2"
"5852_n","biomass of colonizing bryophytes",NA,"g dw / m2"
"5852_o","biomass of lichens",NA,"g dw / m2"
"5852_p","biomass of lichens",NA,"g dw / m2"
"5852_q","biomass of Sanionia moss",NA,"g dw / m2"
"5852_r","biomass of Sanionia moss",NA,"g dw / m2"
"5852_s","necromass of Polytrichaceae",NA,"g dw / m2"
"5852_t","necromass of Polytrichaceae",NA,"g dw / m2"
"5852_u","necromass of graminoids",NA,"g dw / m2"
"5852_v","necromass of graminoids",NA,"g dw / m2"
"5852_w","plant litter",NA,"g dw / m2"
"5852_x","plant litter",NA,"g dw / m2"
"5864_a","larval relative growth rate","growth of fourth instar Epirrita autumnata larvae fed with leaves from trees in different areas","g / day"
"5867_a","mean main shoot length","Puccinellia phryganodes","mm"
"5867_b","mean axillary shoot length per main shoot","Puccinellia phryganodes","mm"
"5867_c","mean cumulative axillary shoot births","Puccinellia phryganodes","nr leaves"
"5867_d","net number of live leaves per main shoot","Puccinellia phryganodes","nr leaves"
"5867_e","net number of axillary shoot live leaves per main shoot","Puccinellia phryganodes","nr leaves"
"5867_f","mean leaf births per main shoot","Puccinellia phryganodes","nr leaves"
"5867_g","mean cumulative leaf deaths per main shoot","Puccinellia phryganodes","nr leaves"
"5867_h","mean cumulative axillary shoot leaf births per main shoot","Puccinellia phryganodes","nr leaves"
"5867_i","mean cumulative axillary shoot deaths per main shoot","Puccinellia phryganodes","nr shoots"
"5867_k","aboveground biomass","Puccinellia phryganodes","g dw / m2"
"5867_l","total net aboveground primary production","Puccinellia phryganodes","g dw / m2"
"5867_m","N content","Puccinellia phryganodes","%"
"5867_n","amount of N","Puccinellia phryganodes","g N / m2"
"5868_a","aboveground biomass",NA,"g dw / m2"
"5874_a","Sedge aboveground standing crop","live and dead material combined","kg/ha dry weight"
"5874_b","Sedge aboveground standing crop","live and dead material combined","kg/ha dry weight"
"5874_c","Sedge aboveground standing crop","live and dead material combined","kg/ha dry weight"
"5874_d","Proportion of live sedge",NA,"unitless"
"5874_e","Proportion of live sedge",NA,"unitless"
"5874_f","Proportion of live sedge",NA,"unitless"
"5876_a","standing crop","Site MR","g / m2"
"5876_b","standing crop","Site TR","g / m2"
"5876_c","standing crop","Site UH","g / m2"
"5876_d","green productivity","Site MR","g / m2 d"
"5876_e","green productivity","Site TR","g / m2 d"
"5876_f","green productivity","Site UH","g / m2 d"
"5876_g","total productivity (green + dead)","Site MR","g / m2 d"
"5876_h","total productivity (green + dead)","Site TR","g / m2 d"
"5876_i","total productivity (green + dead)","Site UH","g / m2 d"
"5881_a","mean abundance of Eriophorum triste","Site MR","% hits out of 200"
"5881_b","mean abundance of Carex aquatilis","Site MR","% hits out of 200"
"5881_c","mean abundance of Dupontia fischeri","Site MR","% hits out of 200"
"5881_d","mean abundance of other species","Site MR","% hits out of 200"
"5881_e","mean abundance of litter","Site MR","% hits out of 200"
"5881_f","mean abundance of moss","Site MR","% hits out of 200"
"5881_g","mean abundance of Eriophorum triste","Site TR","% hits out of 200"
"5881_h","mean abundance of Carex aquatilis","Site TR","% hits out of 200"
"5881_i","mean abundance of Dupontia fischeri","Site TR","% hits out of 200"
"5881_j","mean abundance of other species","Site TR","% hits out of 200"
"5881_k","mean abundance of litter","Site TR","% hits out of 200"
"5881_l","mean abundance of moss","Site TR","% hits out of 200"
"5881_m","average ramet height","Site MR","cm"
"5881_n","seed head density","Site MR","nr seed heads / m2"
"5881_o","average ramet height","Site TR","cm"
"5881_p","seed head density","Site TR","nr seed heads / m2"
"5881_q","average ramet height","Site UH","cm"
"5881_r","seed head density","Site UH","nr seed heads / m2"
"5881_s","height of monocots","Site MR","cm"
"5881_u","height of monocots","Site TR","cm"
"5881_v","height of dicots","Site TR","cm"
"5881_w","soil NH4 content","Site MR","microg / g"
"5881_x","soil NH4 content","Site TR","microg / g"
"5881_y","soil NH4 content","Site UH","microg / g"
"5881_z","soil moisture","Site MR","% o.d.w."
"5881_aa","soil moisture","Site TR","% o.d.w."
"5881_ab","soil temperature","Site MR","°C"
"5881_ac","depth to permafrost","Site MR","cm"
"5881_ad","thickness of litter layer","Site MR","cm"
"5881_ae","soil temperature","Site TR","°C"
"5881_af","depth to permafrost","Site TR","cm"
"5881_ag","thickness of litter layer","Site TR","cm"
"5881_ah","soil temperature","Site UH","°C"
"5881_ai","depth to permafrost","Site UH","cm"
"5881_aj","thickness of litter layer","Site UH","cm"
"5881_ak","crude protein in live forage","Site MR","%"
"5881_al","acid detergent fiber in live forage","Site MR","%"
"5881_am","ratio CP/ADF in live forage","Site MR","ratio"
"5881_an","crude protein in dead forage","Site MR","%"
"5881_ao","acid detergent fiber in dead forage","Site MR","%"
"5881_ap","ratio CP/ADF in dead forage","Site MR","ratio"
"5881_aq","total crude protein","Site MR","%"
"5881_ar","totalacid detergent fiber","Site MR","%"
"5881_as","total ratio CP/ADF","Site MR","ratio"
"5881_at","crude protein in live forage","Site TR","%"
"5881_au","acid detergent fiber in live forage","Site TR","%"
"5881_av","ratio CP/ADF in live forage","Site TR","ratio"
"5881_aw","crude protein in dead forage","Site TR","%"
"5881_ax","acid detergent fiber in dead forage","Site TR","%"
"5881_ay","ratio CP/ADF in dead forage","Site TR","ratio"
"5881_az","total crude protein","Site TR","%"
"5881_ba","totalacid detergent fiber","Site TR","%"
"5881_bb","total ratio CP/ADF","Site TR","ratio"
"5881_bc","nr of daughter tillers in Eriophorum triste","Site MR","nr daughter tillers per 100 adult tillers"
"5881_bd","nr of daughter tillers in Eriophorum triste","Site TR","nr daughter tillers per 100 adult tillers"
"5881_be","nr of daughter tillers in Eriophorum triste","Site UH","nr daughter tillers per 100 adult tillers"
"5881_bf","percent tillers producing seed heads  of Eriophorum triste","Site MR","%"
"5881_bg","percent tillers producing seed heads  of Eriophorum triste","Site TR","%"
"5881_bh","percent tillers producing seed heads  of Eriophorum triste","Site UH","%"
"5881_bi","rate of change in total number of leaves  of Eriophorum triste","Site MR",NA
"5881_bj","length of oldest non-senescing leaf  of Eriophorum triste","Site MR","cm"
"5881_bk","tiller height of Eriophorum triste","Site MR","cm"
"5881_bl","rate of change in total number of leaves  of Eriophorum triste","Site TR",NA
"5881_bm","length of oldest non-senescing leaf  of Eriophorum triste","Site TR","cm"
"5881_bn","tiller height of Eriophorum triste","Site TR","cm"
"5881_bo","rate of change in total number of leaves  of Eriophorum triste","Site UH",NA
"5881_bp","length of oldest non-senescing leaf  of Eriophorum triste","Site UH","cm"
"5881_bq","tiller height of Eriophorum triste","Site UH","cm"
"5881_br","percent tillers producing seed heads  of Eriophorum triste","Site MR","%"
"5881_bs","percent tillers producing seed heads  of Eriophorum triste","Site TR","%"
"5881_bt","percent tillers producing seed heads  of Eriophorum triste","Site UH","%"
"5883_a","shoots produced per initial shoot","Carex subspathacea","nr shoots"
"5883_b","shoots produced per initial shoot","Carex x flavicans","nr shoots"
"5883_c","shoots produced per initial shoot","Carx aquatilis","nr shoots"
"5886_a","cumulative leaf elongation of individual tiller","Eriophorum scheuzeri","mm"
"5886_b","cumulative leaf elongation of individual tiller","Dupontia fisheri","mm"
"5886_c","number of leaves per stem","Eriophorum scheuzeri","nr of leaves"
"5886_d","number of leaves per stem","Dupontia fisheri","nr of leaves"
"5886_e","stem density","Eriophorum scheuzeri","nr/m2"
"5886_f","stem density","Dupontia fisheri","nr/m2"
"5886_g","stem density","all graminoids","nr/m2"
"5886_h","aboveground biomass","Eriophorum scheuzeri","g/m2"
"5886_i","aboveground biomass","Dupontia fisheri","g/m2"
"5886_j","aboveground biomass","all graminoids","g/m2"
"5886_k","N content","all graminoids","%"
"5886_l","P content","all graminoids","%"
"5886_m","moss production",NA,"g/m2"
"5886_n","N content","moss","%"
"5886_o","P content","moss","%"
"5892_a","Number of Coleoptera individuals",NA,NA
"5892_b","Number of Coleoptera species",NA,NA
"5892_c","Diversity of Coleoptera communities; Shannon-Wiener Index (H')",NA,"unitless"
"5892_d","Evenness of Coleoptera communities; Jaccard index (J')",NA,"unitless"
"5892_e","Number of carnivore Coleoptera individuals",NA,NA
"5892_f","Number of carnivore Coleoptera species",NA,NA
"5892_g","Diversity of carnivore Coleoptera communities; Shannon-Wiener index (H')",NA,"unitless"
"5892_h","Evenness of carnivore Coleoptera communities; Jaccard index (J')",NA,"unitless"
"5892_i","Number of herbivore Coleoptera individuals",NA,NA
"5892_j","Number of herbivore Coleoptera species",NA,NA
"5892_k","Diversity of herbivore Coleoptera communities; Shannon-Wiener index (H')",NA,"unitless"
"5892_l","Evenness of herbivore Coleoptera communities; Jaccard index (J')",NA,"unitless"
"5892_m","Number of fungivore Coleoptera individuals",NA,NA
"5892_n","Number of fungivore Coleoptera species",NA,NA
"5892_o","Diversity of fungivore Coleoptera  communities; Shannon Wiener-Index (H')",NA,"unitless"
"5892_p","Evenness of fungivore Coleoptera communities; Jaccard index (J')",NA,"unitless"
"5892_q","Number of wolf spider individuals (Araneae, Lycosidae)",NA,NA
"5892_r","Number of wolf spider (Araneae, Lycosidae) species",NA,NA
"5892_s","Diversity of Lycosidae communities; Shannon-Wiener index (H')",NA,"unitless"
"5892_t","Evenness of Lycosidae communities; Jaccard index (J')",NA,"unitless"
"5892_u","Number of granivore Coleoptera individuals",NA,NA
"5892_v","Relative abundance of herbivore species in Coleoptera communities",NA,"%"
"5892_w","Relative abundance of fungivore species in Coleoptera communities",NA,"%"
"5892_x","Number of Amarea praetermissa (Coleoptera) individuals",NA,NA
"5892_y","Number of Anthophagus omalinus (Coleoptera) individuals",NA,NA
"5892_z","Number of Atheta fungi (Coleoptera) individuals",NA,NA
"5892_aa","Number of Choleva lederiana (Coleoptera) individuals",NA,NA
"5892_ab","Number of Corticaria umbilicata (Coleoptera) individuals",NA,NA
"5892_ac","Number of Eucnecosum brachypterum (Coleoptera) individuals",NA,NA
"5892_ad","Number of Eucnecosum brunnescens (Coleoptera)",NA,NA
"5892_ae","Number of Geodromicus longipes (Coleoptera) individuals",NA,NA
"5892_af","Number of Helophorus glacialis (Coleoptera) individuals",NA,NA
"5892_ag","Number of Liogluta microptera (Coleoptera) individuals",NA,NA
"5892_ah","Number of Mannerheimia arctica (Coleoptera) individuals",NA,NA
"5892_ai","Number of Mycetoporus erichsonianus (Coleoptera) individuals",NA,NA
"5892_aj","Number of Mycetoporus monticola (Coleoptera) individuals",NA,NA
"5892_ak","Number of Mycetoporus punctus (Coleoptera) individuals",NA,NA
"5892_al","Number of Notiophilus germinyi (Coleoptera) individuals",NA,NA
"5892_am","Number of Omalium caesum (Coleoptera) individuals",NA,NA
"5892_an","Number of Othius lapidicola (Coleoptera) individuals",NA,NA
"5892_ao","Number of Philhygra arctica (Coleoptera) individuals",NA,NA
"5892_ap","Number of Quedius fulvicollis (Coleoptera) individuals",NA,NA
"5892_aq","Number of Tachyporus obscurellus (Coleoptera) individuals",NA,NA
"5892_ar","Number of Acantholycosa norwegica (Lycosidae) individuals",NA,NA
"5892_as","Number of Pardosa amentata (Lycosidae) individuals",NA,NA
"5892_at","Number of Pardosa eisenii (Lycosidae) individuals",NA,NA
"5892_au","Number of Pardosa hyperborea (Lycosidae) individuals",NA,NA
"5892_av","Number of Pardosa palustris (Lycosidae) individuals",NA,NA
"5892_aw","Number of Lepidoptera individuals",NA,NA
"5892_ax","Number of Lepidoptera individuals; larvae feeding on herbaceous plants","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs",NA
"5892_ay","Relative abundance of Lepidoptera individuals; larvae feeding on herbaceous plants","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_az","Number of Lepidoptera individuals; larvae feeding on woody plants","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs",NA
"5892_aaa","Relative abundance Lepidoptera individuals; larvae feeding on woody plants","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aab","Relative abundance of Lepidoptera individuals; larvae feeding on evergreen shrubs","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aac","Relative abundance of Lepidoptera individuals; larvae feeding on deciduous shrubs","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aad","Relative abundance of Lepidoptera species; larvae feeding on herbaceous plants","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aae","Relative abundance of Lepidoptera species;  larvae feeding on woody plants","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aaf","Relative abundance of Lepidoptera species; larvae feeding on deciduous shrubs","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aag","Relative abundance of Lepidoptera species; larvae feeding on evergreen shrubs","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","%"
"5892_aah","Diversity of Lepidoptera communities; Shannon-Wiener index (H')",NA,"unitless"
"5892_aai","Diversity of Lepidoptera communities, larvae feeding on herbacaous plants; Shannon-Wiener index (H')","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","untiless"
"5892_aaj","Diversity of Lepidoptera communities, larvae feeding on woody plants; Shannon-Wiener index (H')","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","unitless"
"5892_aak","Evenness of Lepidoptera communities, larvae feeding on woody plants; Jaccard index (J')","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","unitless"
"5892_aal","Diversity of Lepidoptera communities, larvae feeding on deciduous shrubs; Shannon-Wiener index (H')","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","unitless"
"5892_aam","Evenness of Lepidoptera communities, larvae feeding on deciduous shrubs; Jaccard index (J')","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","unitless"
"5892_aan","Diversity of Lepidoptera communities, larvae feeding on evergreen shrubs; Shannon-Wiener index (H')","Lepidoptera were divided into four groups based on what larvae feed on: herbs, all woody plants, deciduous shrubs, and evergeen shrubs","unitless"
